"image"	"max_pumps"	"pump_loop.thisRepN"	"pump_loop.thisTrialN"	"pump_loop.thisN"	"pump_loop.thisIndex"	"thisRow.t"	"notes"	"Welcome.started"	"text_welcome.started"	"mouse_welcome.started"	"continue_welcome.started"	"Welcome.stopped"	"mouse_welcome.x"	"mouse_welcome.y"	"mouse_welcome.leftButton"	"mouse_welcome.midButton"	"mouse_welcome.rightButton"	"mouse_welcome.time"	"Demographics.started"	"text_demographics.started"	"mouse_demographics.started"	"text_age_demographics.started"	"text_age_input.started"	"text_gender_demographics.started"	"slider_gender.started"	"continue_demographics.started"	"Demographics.stopped"	"mouse_demographics.x"	"mouse_demographics.y"	"mouse_demographics.leftButton"	"mouse_demographics.midButton"	"mouse_demographics.rightButton"	"mouse_demographics.time"	"text_age_input.text"	"slider_gender.response"	"slider_gender.rt"	"Instructions.started"	"text_instructions_center.started"	"text_right_instruction.started"	"mouse_instructions.started"	"continue_instructions.started"	"back_instructions.started"	"back_instructions.stopped"	"stim_balloon_instructions.started"	"stim_balloon_instructions.stopped"	"stim_balloon_burst_instructions.started"	"stim_balloon_burst_instructions.stopped"	"text_balloon_value_instructions.started"	"text_bank_value_instructions.started"	"marker_balloon_value.started"	"marker_balloon_value.stopped"	"marker_bank_value.started"	"marker_bank_value.stopped"	"button_balloon_instructions.started"	"button_balloon_instructions.stopped"	"Instructions.stopped"	"mouse_instructions.x"	"mouse_instructions.y"	"mouse_instructions.leftButton"	"mouse_instructions.midButton"	"mouse_instructions.rightButton"	"mouse_instructions.time"	"button_balloon_instructions.numClicks"	"button_balloon_instructions.timesOn"	"button_balloon_instructions.timesOff"	"Start.started"	"text_start.started"	"continue_start.started"	"mouse_start.started"	"Start.stopped"	"mouse_start.x"	"mouse_start.y"	"mouse_start.leftButton"	"mouse_start.midButton"	"mouse_start.rightButton"	"mouse_start.time"	"Test_trials.started"	"stim_balloon.started"	"stim_balloon_burst.started"	"stim_balloon_burst.stopped"	"text_ballon_value.started"	"text_bank.started"	"mouse.started"	"sound_bang.started"	"sound_bang.stopped"	"button_balloon.started"	"Test_trials.stopped"	"n_pumps"	"earnings"	"popped"	"mouse.x"	"mouse.y"	"mouse.leftButton"	"mouse.midButton"	"mouse.rightButton"	"mouse.time"	"button_balloon.numClicks"	"button_balloon.timesOn"	"button_balloon.timesOff"	"Feedback.started"	"text_feedback.started"	"Feedback.stopped"	"text_feedback.stopped"	"End.started"	"text_end.started"	"key_end.started"	"End.stopped"	"key_end.keys"	"key_end.rt"	"key_end.duration"	"participant"	"session"	"date"	"expName"	"psychopyVersion"	"frameRate"	"expStart"	"...119"
NA	NA	NA	NA	NA	NA	NA	NA	0.0431479001417756	0.0526423002593219	0.0435885000042617	0.0526423002593219	5.68695610016584	"[0.6787037037037037]"	"[-0.40555555555555556]"	"[1]"	"[0]"	"[0]"	"[5.501179399900138]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.68703000014648	5.71138390013948	0.0055268001742661	5.71138390013948	5.71138390013948	5.71138390013948	5.71138390013948	5.71138390013948	15.7394520002417	"[-0.44814814814814813, 0.6944444444444444]"	"[-0.2064814814814815, -0.38796296296296295]"	"[1, 1]"	"[0, 0]"	"[0, 0]"	"[8.077785999979824, 9.91124300006777]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	"Weiblich"	8.16722139995545	15.7395255002193	15.7621508003213	15.7621508003213	0.0014179996214807	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	15.7621508003213	101.335328700021	"[0.7175925925925926, -0.006481481481481481, 0.0, 0.6657407407407407, 0.6842592592592592, 0.6722222222222223, 0.687037037037037, 0.7240740740740741]"	"[-0.3787037037037037, -0.021296296296296296, -0.020370370370370372, -0.37777777777777777, -0.39166666666666666, -0.38333333333333336, -0.42314814814814816, -0.38425925925925924]"	"[1, 1, 1, 1, 1, 1, 1, 1]"	"[0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0]"	"[7.855580799747258, 28.400912799872458, 29.61796490009874, 36.16817869991064, 42.00149129983038, 58.90413609985262, 76.53015509992838, 85.4454148998484]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	101.335481800139	101.342859200202	101.342859200202	0.0003985003568232	118.227932800073	"[0.6805555555555556]"	"[-0.42314814814814816]"	"[1]"	"[0]"	"[0]"	"[16.89165210025385]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
"balloon.png"	64	0	0	0	2	118.260644900147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118.233735500369	118.260644900147	118.260644900147	118.260644900147	118.260644900147	118.260644900147	0.00752240000292658	0.00752240000292658	0.00752240000292658	118.260644900147	133.046583500225	9	0.45	FALSE	"[0.006481481481481481, -0.01574074074074074, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.005555555555555556, -0.007407407407407408, -0.007407407407407408, -0.007407407407407408, -0.007407407407407408, 0.009259259259259259]"	"[-0.003703703703703704, 0.02962962962962963, -0.021296296296296296, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.39814814814814814, -0.2851851851851852]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[2.0110530997626483, 3.2694923998788, 3.794710099697113, 4.753079399932176, 5.4279534998349845, 6.227981499861926, 6.861366199795157, 7.686385899782181, 8.528313899878412, 9.903485999908298, 12.120217599906027, 13.470125899650156, 14.811926799826324]"	9	"[4.743186600040644, 5.418069599661976, 6.218093500006944, 6.851469999644905, 7.668294999748468, 8.518424599897116, 9.893601999618113, 12.110325899906456, 13.46023409999907]"	"[4.859503800049424, 5.526234699878842, 6.359589799772948, 6.984716999810189, 7.801376499701291, 8.634775700047612, 10.001521099824458, 12.226746100001037, 13.62680929992348]"	133.047683600336	133.061556400266	134.553481700365	NA	NA	NA	NA	NA	NA	NA	NA	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
"balloon.png"	33	0	1	1	1	134.570110000204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134.553675300442	134.570110000204	134.570110000204	134.570110000204	134.570110000204	134.570110000204	0.00732950028032064	0.00732950028032064	0.00732950028032064	134.570110000204	143.55571540026	11	0.55	FALSE	"[-0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, -0.004629629629629629, 0.06388888888888888]"	"[-0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.4009259259259259, -0.2064814814814815]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.5005018999800086, 1.8755000997334719, 2.2256926000118256, 2.567361999768764, 2.9590440997853875, 3.3422734001651406, 4.059039199724793, 5.567564799915999, 5.79263659985736, 6.417655100114644, 7.617763800080866, 9.001133800018579]"	11	"[1.4906016001477838, 1.865595200099051, 2.215790200047195, 2.557458400260657, 2.94913940038532, 3.332373300101608, 4.049296100158244, 5.5576595002785325, 5.782736100256443, 6.407748100347817, 7.607862700242549]"	"[1.5987723004072905, 1.965504300314933, 2.3322952003218234, 2.673852600157261, 3.065575800370425, 3.440761800389737, 4.182459100149572, 5.690806000027806, 5.90737450029701, 6.549117600079626, 7.715864600148052]"	143.556455500424	143.562360100448	145.054424400441	145.070821700152	NA	NA	NA	NA	NA	NA	NA	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
"balloon.png"	1	0	2	2	0	145.070821700152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	145.05461510038	145.070821700152	145.070821700152	145.070821700152	145.070821700152	145.070821700152	-0.00042020017281174	-0.00042020017281174	-0.00042020017281174	145.070821700152	150.506626000162	2	0.05	TRUE	"[-0.03148148148148148, -0.030555555555555555]"	"[-0.37592592592592594, -0.37592592592592594]"	"[1, 1]"	"[0, 0]"	"[0, 0]"	"[4.9423190001398325, 5.334474100265652]"	2	"[4.933085300028324, 5.325397999957204]"	"[5.032714100088924, 5.432765800040215]"	150.507231400348	150.521164600272	152.012957400177	NA	NA	NA	NA	NA	NA	NA	NA	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
"balloon.png"	96	0	3	3	3	152.037919700146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	152.013138900045	152.037919700146	152.037919700146	152.037919700146	152.037919700146	152.037919700146	0.00718079973012208	0.00718079973012208	0.00718079973012208	152.037919700146	163.690467200242	12	0.6	FALSE	"[-0.012962962962962963, -0.012962962962962963, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, -0.013888888888888888, 0.003703703703703704]"	"[-0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3888888888888889, -0.3175925925925926]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[2.392463299911469, 3.050811399705708, 3.6340260999277234, 4.209110399708152, 4.7425970998592675, 6.025874999817461, 6.417548099998385, 6.8927417998202145, 8.384372999891639, 9.41776099987328, 9.826131199952215, 10.53468480007723, 11.676415999885648]"	12	"[2.3821974000893533, 3.0405488000251353, 3.62375729996711, 4.19884409988299, 4.732333799824119, 6.015606299974024, 6.407285999972373, 6.882475300226361, 8.374105399940163, 9.407496599946171, 9.815860900096595, 10.524416900239885]"	"[2.4985849000513554, 3.1487719998694956, 3.7319542998448014, 4.306991499848664, 4.848681999836117, 6.14878229983151, 6.507151099853218, 7.007167700212449, 8.45725979981944, 9.524006400257349, 9.940703600179404, 10.665755299851298]"	163.691283600405	163.697038500104	165.189049300272	165.205475400202	NA	NA	NA	NA	NA	NA	NA	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
"balloon.png"	127	0	4	4	4	165.205475400202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	165.18923550006	165.205475400202	165.205475400202	165.205475400202	165.205475400202	165.205475400202	-0.00069690030068159	-0.00069690030068159	-0.00069690030068159	165.205475400202	174.93289510021	15	0.75	FALSE	"[0.040740740740740744, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03888888888888889, 0.03981481481481482, 0.05]"	"[-0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3907407407407407, -0.3787037037037037, -0.3148148148148148]"	"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"	"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"	"[1.692250399850309, 2.041989400051534, 2.4253469998948276, 3.05055580008775, 3.5005924999713898, 3.7422790001146495, 3.992142300121486, 4.243835899978876, 5.142411299981177, 5.367421200033277, 6.242273699957877, 6.875806299969554, 7.075852100271732, 7.850740000139922, 8.875986200291663, 9.742709000129253]"	15	"[1.6878902995958924, 2.037624299991876, 2.4209781996905804, 3.046188899781555, 3.496226799674332, 3.737913599703461, 3.987773799803108, 4.239643299952149, 5.138045799918473, 5.363057599868625, 6.237910999916494, 6.871444699820131, 7.071492499671876, 7.846373699605465, 8.871627799700946]"	"[1.804155099671334, 2.1376510998234153, 2.5291795996017754, 3.112612399738282, 3.5959305996075273, 3.8459511999972165, 4.11265409970656, 4.362704099621624, 5.2379309996031225, 5.479443199932575, 6.362808999605477, 6.97115879971534, 7.179501099977642, 7.954602999612689, 9.004687099717557]"	174.933704600204	174.939464300405	176.431432300247	176.439593800344	NA	NA	NA	NA	NA	NA	NA	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	176.431471000426	176.439593800344	176.439593800344	207.175399000291	"space"	30.7281256997958	"None"	"02"	"01"	"2024-01-30_15h53.22.846"	"BART_trial"	"2023.2.3"	119.986801407218	"2024-01-30 15h53.33.431582 +0100"	NA
